id,collection,dc.contributor.advisor,dc.contributor.author,dc.date.issued,dc.description.abstract[en_US],dc.description.localcode,dc.description.localcode[en_US],dc.description.sponsorship[en_US],dc.description[en_US],dc.identifier.uri,dc.language.iso[en_US],dc.publisher,dc.publisher[],dc.publisher[en_US],dc.rights.uri[*],dc.rights[*],dc.source.pagenumber[en_US],dc.subject.nsi[en_US],dc.subject[en_US],dc.title.alternative[en_US],dc.title[en_US],dc.type[en_US]
"27c3cf63-11e5-43c3-9dae-7d853e4392f5","11250/152233",,"Irgens, Malin Andersen||Rotihaug, Emilie","2022","Formålet med denne studien er å få økt kunnskap og innsikt i hvordan lærere kan bygge gode relasjoner til elever med utfordrende atferd. Studien vår ønsker å besvare følgende problemstilling: Hvordan arbeider et utvalg lærere pedagogisk/spesialpedagogisk med å bygge relasjoner til elever med utfordrende atferd? Vi har tatt i bruk kvalitativ metode for å besvare oppgavens problemstilling. Datamaterialet har blitt samlet inn ved hjelp av fem semi-strukturerte intervjuer. Intervjuene har gitt oss innsikt i hvordan fem lærere arbeider med å bygge relasjoner til elever med utfordrende atferd. Lærerne kommer fra ulike skoler. Funn gjort i studien viser at informantene i studien vår tar i bruk ulike læringsarenaer for å bygge gode lærer-elev-relasjoner. Informantene mente videre at det var viktig å være observant på eget kroppsspråk og væremåte i møte med elevene. I tillegg må man legge til rette for at elevene opplever mestring i skolehverdagen. Informantene fortalte også at et godt skole-hjem-samarbeid er viktig for å bygge en god lærer-elev-relasjon. Flere av informantene nevnte at tid er en avgjørende faktor når det kommer til å bygge gode lærer-elev-relasjoner. I tillegg trakk informantene frem at det var essensielt å være to lærere i klasserommet. Informantene mente at gode og nære relasjoner knyttes best når det er god lærertetthet, ettersom lærere da har større mulighet til å se den enkelte elev",,"MGBSP550",,"1-7, masterfag i GLU 
MGBSP550 Masteroppgave Vestlandsklasse
Fakultet for lærarutdanning, kultur og idrett
Institutt for pedagogikk, religion og samfunnsfag
Innleveringsdato: 16.05.2022
Antall ord: 35158","https://hdl.handle.net/11250/3015441","nob",,"Høgskulen på Vestlandet",,"http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","117",,"Utfordrende atferd||relasjoner||relasjonelt perspektiv||transaksjonsmodellen||relasjonskompetanse||lærer-elev-relasjon","Challenging behavior in a relational perspective","Utfordrende atferd i et relasjonelt perspektiv","Master thesis"
"f1fe565c-1ef0-49f4-aa0d-3554946de632","11250/152233",,"Espeset, Susann Strømmen","2022","Flere tusen barn i den norske skolen opplever en utrygg skolehverdag preget av mobbing. Som lærer og spesialpedagog vil mobbeproblematikk derfor være en sentral del av arbeidet mitt. Men hvordan skal man egentlig forstå og arbeide med mobbing? Formålet med denne undersøkelsen er å utforske hvordan narrative tilnærminger kan berike paradigmatiske perspektiver på mobbing, og finne ut hva jeg som lærer og spesialpedagog kan lære fra dette i arbeidet med mobbeutsatte barn i skolen. I oppgavens første del søker jeg å forstå mobbing på et overordnet og systematisk vis gjennom paradigmatiske tilnærminger. Slike tilnærminger presenterer ofte generaliserende kunnskap gjennom et akademisk og til tider abstrakt språk. For å komme tettere inn på de mobbeutsattes tanker, følelser og erfaringer i form av deres eget hverdagsspråk har jeg i del to undersøkt hvordan fenomenet mobbing kan forstås gjennom et narrativt blikk. Gjennom et kvalitativt forskningsdesign har jeg utført en narrativ innholdsanalyse av tjueåtte mobbefortellinger skrevet av og om mennesker som har vært utsatt for mobbing. Mobbefortellingene har blitt kodet og sortert i kategorier hentet fra narrativ teori. Overordnede resultater i studien viser at narrative tilnærminger er svært verdifulle supplement til paradigmatisk forskning for å få et rikere og mer personlig innblikk i hvordan man kan arbeide med mobbeutsatte barn. Mobbefortellinger kan være verdifulle også i det direkte arbeidet i skolen. Videre tilsier funnene at viktige fokusområder i arbeidet med mobbeutsatte barn i skolen er elevenes subjektive følelser og opplevelser, relasjonsarbeid, skolens verdigrunnlag og spesialpedagogikkens visjon, sårbare elever, ansvarliggjøring av voksne som kompetente rollemodeller, måten man omtaler mennesker på og til slutt at en mobbesak ikke er slutt selv om mobbingen tilsynelatende har stoppet.",,"MGBSP550",,"Grunnskolelærerutdanning 1.-7. trinn 
Spesialpedagogikk MGBSP550 Masteroppgave Vestlandsklasse
Fakultet for lærerutdanning, kultur og idrett (FLKI)
16.mai 2022","https://hdl.handle.net/11250/3014273","nob","Høgskulen på Vestlandet",,,"http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","97",,"Mobbing||Paradigmatiske tilnærminger||Narrative tilnærminger||mobbeutsatte barn","Paradigmatic and narrative approaches to  bullying","Paradigmatiske og narrative tilnærminger til  mobbing","Master thesis"
"eee7f330-1166-4613-8b51-fa5ef294d1aa","11250/2473201",,"Austevoll, Eirin||Klyve, Jonas Høgenæs","2022","Dette er ei samskrivingsoppgåve som kombinerer faga spesialpedagogikk og matematikk. Hovudfokuset i oppgåva har vore korleis lærarar arbeider med elevar i matematikkvanskar, og tiltak dei gjer for å hjelpa elevane. Føremålet var å få ei breiare innsikt i lærarar sitt arbeid med elevar i matematikkvanskar, og forsøka å skapa ei breiare forståing for feltet. Det skal vera med å førebu oss til arbeidet i skulen. I løpet av praksisperiodane ha me snakka med praksislærarar om elevar i matematikkvanskar, og svara me fekk var så ulike at dei vekka in teresse for tema. Metoden som vart nytta var av kvalitativt design, der vi intervjua fem matematikklærarar og to spesialpedagogar. Dei var frå skular i Vestland fylke og arbeidde på 5.–7. Trinn. Intervju vart valt som metode då det gav moglegheita til direkte kontakt med lærarar, med ulike er faringar i møte med elevar i matematikkvanskar. Kunnskapsgrunnlaget er danna av relevant teori og forsking om matematikkvanskar, samt litteratur og forsking rundt skulen, lærarar og elevar. Informantane hadde erfaringar som korresponderte med tidlegare forsking. Det ga nyttige refleksjonar for arbeidet med elevar i matematikkfaget og elles. Studien set lys på ulike årsa ker til at elevane er i vanske, og korleis lærar kan tilpassa opplæringa for desse elevane. Funna relatert til informantane sin kritikk av den nye læreplanen sin innverknad på elevar i matematikkvanskar var særs interessante. Det er ikkje mogleg å generalisera ut frå våre funn, men studien viser fleire lærarar sitt perspektiv på fagfeltet. Studien bidreg med infor masjon om elevar i vanske i matematikkfaget som kan vera relevant for lærarstudentar og lærarar.",,"MGUMA550",,"Master i matematikk og spesialpedagogikk
Grunnskulelærarutdanninga 5.-10. trinn
Fakultet for lærarutdanning, kultur og idrett
16.05.2022","https://hdl.handle.net/11250/3015904","nno",,"Høgskulen på Vestlandet",,"http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","117",,"matematikkvansker||vurdering||kartlegging||tilpasset opplæring","Teachers about students in mathematical  learning difficulties","Lærarar i møte med elevar i matematikkvanskar","Master thesis"
"b924c7e7-3374-492e-9118-9b0ae558ad20","11250/2473201",,"Sollid, Fredrik||Romarheim, Tobias Steindal","2022","Føremålet med denne studien var å undersøke ungdomsskuleelevar sine (mis)oppfatningar knytt til matematikk og forske på om desse oppfatningane går an å påverke. Problemløysing har ei sentral rolle i elevar si læring av matematikk og får stadig større plass i den norske skulen. I fagfornyinga, LK20, er problemløysande aktivitetar avgjerande for å dekkje fleire av kjerneelementa innanfor matematikkfaget. Tidlegare intervensjonar med problemløysing har hatt positiv innverknad på elevane sine oppfatningar til matematikk, noko som er heilt essensielt for dei skal vere interessert og lykkast i faget. Likevel har desse intervensjonane ofte vore langvarige og dermed vanskelege å implementere i den travle skulekvardagen. Difor ønskte vi å gjennomføre ein kort intervensjon som er enklare å implementere i matematikkundervisninga. Med bakgrunn i dette utforma vi følgjande problemstilling: I kva grad kan ein kort intervensjon med problemløysande undervisning påverke (mis)oppfatningar ungdomsskuleelevar har om matematikk? Målinga av dei matematiske oppfatningane blei gjennomført med kvantitative spørjeundersøkingar. Elevane svarte på ei spørjeundersøking i forkant av intervensjonen og ei spørjeundersøking i etterkant av intervensjonen. Dette var for å undersøke om oppfatningane vi målte hadde blitt endra i løpet av intervensjonen. Deretter supplerte vi resultata frå spørjeundersøkingane med kvalitative intervju med tre av elevane. Studien viser indikasjonar på at fleire av elevane sine oppfatningar har blitt påverka positivt. Elevane svarar at dei er blitt meir interesserte i matematikk som følgje av intervensjonen. Resultata viser også at elevane har fått meir positive oppfatningar om løysingar, og til tidsbruk innanfor matematikk. Resultata frå pre- og post-testen viste omtrent ingen endring på elevane sine oppfatningar om framgangsmåtar, men intervjua gav positive indikasjonar. Trass at resultata frå spørjeundersøkinga er positive, er det vanskeleg å komme med ein bestemt konklusjon, sidan det har vist seg at måleverktøyet er noko upresist. Likevel byggjer dei kvalitative intervjua opp under den positive utviklinga som resultata frå spørjeundersøkinga viser.",,"MGUMA550",,"Masteroppgåve i grunnskulelærarutdanninga, fordjuping i 
matematikkdidaktikk
Fakultet for lærarutdanning, kultur og idrett (FLKI)
Innleveringsdato: 16.05.2022","https://hdl.handle.net/11250/3016825","nno","Høgskulen på Vestlandet",,,"http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","94",,"Problemløsende undervisning||ungdomsskole||ungdomsskoleelever||misoppfatninger||kort intervensjon","To what extent can an instructional intervention of short  duration containing problem solving impact on students’  mathematical beliefs? - An interventional study with problem solving","I kva grad kan ein kort intervensjon med problemløysande  undervisning påverke (mis)oppfatningar  ungdomsskuleelevar har til matematikk? - Ein intervensjonsstudie med problemløysande aktivitetar","Master thesis"
"2c7c7915-a0b5-4499-95d7-4e99f4f92f04","11250/2473201",,"Rusten, Rusten","2022","Formålet med denne studien er å analysere hvordan overgrep blir formidlet i bildeboka Blekkspruten. Blekkspruten er en bildebok for barn, skrevet av Gro Dahle og illustrert av Svein Nyhus. Formålet med boka er å få barn som har opplevd incest og overgrep til å se at de ikke er alene, og til å tørre å snakke om det (Dahle, 2016b). Boka handler om en liten jente som blir kalt for Gullet. Gullet blir utsatt for overgrep. Studien er en bildebokanalyse med forskningsspørsmålet; «Hvordan blir overgrep formidlet gjennom verbale og visuelle virkemidler i bildeboka Blekkspruten?». Ut ifra bildebokforskning har jeg fått en oversikt over ulike verktøy som brukes i bildebøker og fått en bredere forståelse for hvordan virkemidlene i boka spiller ulike roller for hvordan tolkningen av boka blir. Boka skal ifølge Dahle ikke slippe inn alle barn, men være åpen nok for de barna som trenger den. Jeg mener at boka skaper utallige muligheter for ulike tolkninger med sine rike illustrasjoner og sin barnlige inspirerte verbaltekst. I analysen av boka plukket jeg meg ut tre nøkkeltegn som jeg mener er viktige for formidlingen av overgrep i boka. Disse nøkkeltegnene er bruken av farger, dyr og nøkkel og lås. Boka har i hovedsak to farger, gul og blå. Disse mener jeg symboliserer mye av stemningen og følelsene til Gullet i oppslagene. Fargene fyller sidene på ulike måter og på ulike elementer før, under og etter overgrepet. Både i verbalteksten, men spesielt i illustrasjonene opptrer flere dyr der flere av dem fungerer som metaforer for hvordan Gullet oppfatter det som skjer. Dyrene mener jeg at blant annet er med på å formidle hvordan overgrepet oppleves for Gullet, både før, under og etter. Ulike låser og nøkler er å se i flere av illustrasjonene. Det er spesielt en nøkkel som jeg mener utmerker seg. Denne nøkkelen tolker jeg som blant annet et symbol på selve overgrepet og makten broren har over Gullet. Jeg mener at bokas måte å formidle overgrep gjennom symboler og metaforer gjør at den kan treffe de barna det gjelder, men samtidig holde andre barn på trygg avstand. De rike illustrasjonene mener jeg er gode utgangspunkt for samtaler med barn. Ved at det er store rom for ulike tolkninger i boka, mener jeg også at det er gode muligheter for å invitere inn flere ulike barn, med ulike erfaringer.",,"MGBNO550",,"Fakultet for Lærerutdanning, kultur og idrett (FLKI)
16. Mai. 2022","https://hdl.handle.net/11250/3013599","nob",,"Høgskulen på Vestlandet",,"http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","73",,"Formidling||seksuelle overgrep||bildebøker||Blekkspruten||Gro Dahle||Svein Nyhus","The dissemination of sexual abuse in the picturebook Blekkspruten","Formidlingen av seksuelt overgrep i bildeboka Blekkspruten","Master thesis"
"f6efb29c-a486-42d9-a8b8-444e21ef513e","11250/152233",,"Hanssen, Kristoffer Dale","2022","Det foreliggande masterprosjektet har hatt som mål å finne ut korleis born og unge i grunnskulen, som har ein autismespekterforstyrringsdiagnose, har opplevd og takla kvardagen under koronapandemien. Vektlegginga har vore på den psykiske helsa til borna og familiane deira, og korleis denne har vorte påverka. Prosjektet er forankra i den medisinske og sosiale forståinga av diagnosar, og synet funksjonshemming. Av den grunn er mykje av fokuset i studien på korleis vi som samfunn oppfattar menneskjer med diagnosar og deira funksjonshemmingar. Eg undersøkjer korleis samfunnet tar vare på menneskjer med behov som er avvikande frå det ein ser på som «normalt», og om nokon fell utanfor som følgje av dette. Studien er gjennomført ved bruk av metoden kvalitativt intervju, der informantgruppa består av føresette til born med ein autismespekterforstyrringsdiagnose. Intervjua er analysert og koda gjennom analyseverktøyet NVivo. I resultata frå intervjua kjem det fram at fleire har opplevd auke i stress som følgje av store brot i det kvardagslege (1). Fleire har opplevd mangelfull tilrettelegging, og for lite kunnskap om autismespekterforstyrring i skulen generelt (2). Det å få nye måtar å være sosial på har vore godt for mange, og mindre hektisk og utmattande enn det har vore med dei meir tradisjonelle metodane (3). Eit godt samarbeid mellom skulen og heimen er essensielt for at bornet skal ha det best mogleg (4). Resultata frå studien er ikkje noko fasitsvar, både fordi det er varierande korleis skular har lagt til rette under pandemien, og at borna har ulike behov som krev at ein legg til rette på ulike måtar. Det eg ser er Gjennom resultata studien blir det uttrykt bekymring over den spesialpedagogiske kunnskapen i den norske skulen i dag, spesielt knytt til born med særskilte behov. Denne mangelen på kunnskap kan føre til at mange born med særskilte behov får ein unødvendig utfordrande kvardag, og blir tillagt funksjonshemmingar det ikkje er sikkert dei ville hatt med ein betre tilrettelegging. Generelt burde ein få auka den spesialpedagogiske kunnskapen i skulen, for å kunne gi best mogleg undervisning til alle elevar, og gi alle ein så god kvardag som mogeleg.",,"MGBSP550",,"Kandidatnummer: 428
MGBSP550 Masteroppgåve Vestlandsklasse - Spesialpedagogikk
Fakultet for lærarutdanning, kultur og idrett - Institutt for pedagogikk, 
religion og samfunnsfag – GLU 1-7, Bergen
16.05.2022","https://hdl.handle.net/11250/3014278","nno",,"Høgskulen på Vestlandet",,"http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","76",,"Autismespekterforstyrrelse||autismespekterforstyrring||elever||covid-19||ASF||koronapandemien||korona","Students with autism spectrum disorder during the Covid-19 pandemic","Elevar med autismespekterforstyrring under covid-19 pandemien","Master thesis"
"1df656e0-f3c5-4f95-8102-f28045eaa835","11250/2473201",,"Bjelland, Anna Margrethe","2022","Formålet med denne masteroppgaven er å undersøke hvilke erfaringer et utvalg lærere har med nettbrett som verktøy i den første lese- og skriveopplæring for elever med hørselshemming. Alle barn, uavhengig av funksjonsnivå, har rett til å bli møtt med et likeverdig og tilpasset tilbud i skolen (Opplæringslova, 1998). I Norge fødes årlig ca. 60 000 barn og av disse har 60-120 barn hørseltap av ulik grad som vil ha en påvirkning på barnets liv (Utdanningsdirektoratet, 2020). Hørseltap er en av de vanligste medfødte funksjonsnedsettelsene, og vil kunne ha en stor påvirkning på barnet i skolen (Lövkvist et al, 2019, s. 455). Metoden som er brukt for å innhente data i studien er kvalitative forskningsdesign med semistrukturerte dybdeintervju (Kvale & Brinkmann, 2015, s.42) med et utvalg lærere fra ulike skoler, som alle har jobbet med barn med hørselshemming. Fem lærere ble intervjuet om deres erfaringer med nettbrett som verktøy for elever med hørselshemming i den første lese- og skriveopplæringen. Dataene fra intervjuene ble analysert ut fra Braun og Clarke (2006) sin tematiske analyse der datamaterialet ble kodet i ulike kategorier. Resultatet fra studien viser at lærerne erfarer at scrollelesing er en utfordring for elevene, at elevene mister oversikt over teksten. I tillegg er det utfordrende å lese på skjerm. Elevene med hørselshemming får mindre utbytte av høytlesing, både når en lærer leser og når det blir opplest digitalt via nettbrettet. Lærerne savnet opplæring og kurs for å lære mer om hva hørselshemming innebærer og mente i tillegg at kurs for å lære mer om digitale verktøy kunne vært nyttig. Når det kommer til tilretteleggingen, fortalte flere lærere at elevene med hørselshemming ikke fikk noen ekstra tilrettelegging enn resten av elevene, og sa at dersom lydstøtten fungerte med de digitale hjelpemidlene elevene hadde, så fungerte elevene godt i klasserommet. Likevel fortalte lærerne om mulige utfordringer for elevene med hørselshemming slik som støy fra medelever og klasserommet, men også støy fra nettbrettet som kunne oppfattes forstyrrende for elevens konsentrasjon.",,"MGBNO550",,"MGBNO550 Norsk 3, emne 4
Fakultet for lærerutdanning, kultur og idrett (FLKI)
16.mai 2022","https://hdl.handle.net/11250/3013569","nob",,"Høgskulen på Vestlandet",,"http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","95",,"Nettbrett||lese- og  skriveopplæring||leseopplæring||skriveopplæring||begynneropplæring||hørselshemming","Tablets as tools for pupils with hearing loss in early reading  and writing instruction","Nettbrett som verktøy i den første lese- og  skriveopplæringen for elever med  hørselshemming","Master thesis"
"7cdb7def-c0d6-4cb7-851e-f86e15d92846","11250/2473201",,"Ekeland, Vårin","2022","Føremålet med masteroppgåva har vore å undersøke kvifor lærarstudentar vel å byte hovudmål frå nynorsk til bokmål. I tillegg ser oppgåva på kva som er grunnane til bytet og korleis bytet skjer. Eg har undersøkt studien si problemstilling ved å gjennomføre ei spørjeundersøking og to intervju. Studien finn at språkstatus og maktforholda skriftspråka har, er den overordna årsaka til dei handfaste grunnane lærarstudentane rapporterer om. Alle grunnane som kjem fram i datamateriale er komplekse, og må sjåast i samanheng. Det kan sjå ut til at hovudmålsbytet dei gjer, er eit pragmatisk byte der dei tilpassar seg dei ulike situasjonane. På grunn av statusen til bokmål, får nynorskbrukarane ei større bokmålseksponering når dei byrjar å studere, enn kva dei hadde tidlegare. Det meste av undervisning og pensum er på bokmål, og i tillegg skriv mange av dei andre på studiet på bokmål. Fordi kompetanseforskjellane er så ulike, er det derfor lettare for nynorskstudentar å leggje om til bokmål, enn kva det er for bokmålsstudentar. I tillegg til dette vert bokmålseksponeringa for nynorskbrukarar større. Nynorskbrukarar kjem ofte frå områder der nynorsk er majoritetsspråket, der dei har hatt all undervisning på nynorsk, fram til dei byrja å studere. Sjølv om tidlegare forsking finn at skulen er den einaste nynorskarenaen for mange elevar, ser det ut til at det ikkje har noko betyding for korleis praksisen er ved høgare utdanning. Alt i alt kan det sjå ut til at når lærarstudentar vel å byte hovudmål frå nynorsk til bokmål, har dei ein tanke om at dei skal bytte tilbake til nynorsk seinare når dei er ferdig å studere. Dei språkpolitiske føringane som ligg til grunn i høgare utdanning, gjer til at nynorskstudentar kanskje ikkje eigentleg har eit val, fordi dei må tilpasse seg majoritetsspråket hos medstudentar, pensum og undervisning.",,"mguno550",,"Master i grunnskulelærarutdanning 5-10, fordjuping i norsk 
Fakultetet for lærarutdanning, kultur og idrett
Institutt for språk, litteratur, matematikk og tolking","https://hdl.handle.net/11250/3016859","nno",,"Høgskulen på Vestlandet",,"http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","93",,"Hovudmålsbyte||hovedmålsbytte||lærerstudenter||HVL||Høgskulen på Vestlandet||språk||identitet||nynorsk||bokmål","Language change among teacher students  at HVL","Hovudmålsbyte blant lærarstudentar ved  HVL","Master thesis"
"2f3f7f4b-6068-4c9d-b513-01497e9ad35e","11250/2473201",,,"2022","I denne masteroppgaven undersøkes det hvordan gutter sin maskulinitet fremstilles i to bildebøker og hvordan deres muligheter er til å bryte med kjønnsnormer. Formålet med denne masteroppgaven har vært å skape bevissthet rundt det faktum at kjønnsnormer knyttet til gutter kan være like skadelig for dem som kjønnsnormer knyttet til jenter. Alle barn fortjener like muligheter til et godt liv uavhengig av kjønn og kjønnsuttrykk. Primærlitteraturen som er brukt for å studere denne tematikken er bildebøkene Barbie-Nils og pistolproblemet av Kari Tinnen (2011) og illustrert av Mari Kanstad Johnsen og Julian er en havfrue skrevet og illustrert av Jessica Love (2020) og oversatt av Eivind Sudmann Larssen. Begge disse bøkene handler om gutter som bryter med den tradisjonelle oppfatningen av gutter. Dermed er utradisjonelle gutter som tematikk utgangspunktet for analyseringen av de to bildebøkene. Sekundærlitteraturen som brukes for å undersøke tematikken i primærlitteraturen er bildebokteori angående samspill mellom bilde og tekst og litterære karakterer. Videre er det kjønnsteori med et kulturelt og sosialt utgangspunkt, kjønnsnormer og maskulinitet i litteratur. Verktøyet som er brukt som forskningsmetode for de to bildebøkene er mitt todelte teoretiske rammeverk samt litterær analyse og nærmere bestemt bildebokanalyse. Funnene fra min litterære bildebokanalyse viser at fremstillingen av de to guttekarakterene har både likheter og ulikheter. Julian er hovedsakelig fremstilt i bilder der teksten forankres i bildene, mens i fremstillingen av Nils åpnes det flere rom for tolkning. Det er brukt mye farger i de to bildebøkene og spesielt de kjønnsrelaterte fargene blå og rosa er fremtredende. Fargen rosa er hovedsakelig utrykt som et problem i Barbie-Nils og pistolproblemet. I Julian er en havfrue er det et mangfold av farger som er med på å representere åpenhet for mangfold. De er begge fremstilt med feminiserte interesser og egenskaper. Derimot er det ulikt hvordan mulighetene deres er til å identifisere seg med dette. Funnene peker på at de to guttekarakterene har ulik grad av muligheter knyttet til å bryte med kjønnsnormer. Nils må gjennomgå en tøff konfrontasjon med sin far for å få oppfylt sitt ønske om en Barbie i bursdagsgave. Julian på den andre siden opplever støtte fra sin bestemor i hans drøm å være en havfrue. Dette viser seg når bestemoren tar han med på en havfrueparade i slutten av boken. Nils er preget av en far som ønsker at han oppfyller den hegemoniske maskuliniteten, mens Julian møtes med et åpent syn på maskulinitet. Til tross for den ulike responsen på brytningen av kjønnsnormer indikerer begge bøkene på slutten at de to guttene får være seg selv.",,"MGBNO550",,"MGBNO550 Norsk 3, emne 4
Fakultet for lærerutdanning, kultur og idrett (FLKI)
16.05.2022","https://hdl.handle.net/11250/3013604","nob",,"Høgskulen på Vestlandet",,"http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","69",,"Kjønnsnormer||gutter||bildebøker||Barbie-Nils og pistolproblemet||Julian er en  havfrue||maskulinitet||kjønnsuttrykk","Boys who break with gender norms in the picture  books Barbie-Nils og pistolproblemet and Julian er en  havfrue","Gutter som bryter med kjønnsnormer i bildebøkene Barbie-Nils og pistolproblemet og Julian er en havfrue","Master thesis"
"14eb9128-1f51-48ae-8233-81f5a32f5c2f","11250/2473201",,"Nyborg, Veline Torsvik","2022","Formålet med denne studien er å få innsikt i læreres opplevelser av fysisk aktiv læring og livsmestring i matematikkfaget. Et kvalitativt design har blitt brukt i form av semistrukturerte intervju. Informantene i studien er matematikklærere som underviser på mellomtrinnet. Studien tar utgangspunkt i informantenes opplevelser og erfaringer knyttet til fysisk aktiv læring og livsmestring. Studien bygger på teori og forskning knyttet til fysisk aktiv læring og livsmestring, i tillegg til annen relevant forskning og litteratur på feltet. Gjennom lærernes erfaringer kommer det fram at fysisk aktiv læring i matematikk kan sees på som en ressurs i faget da det kan fremme motivasjon, variasjon og konsentrasjon. Fysisk aktiv læring som undervisningsform handler om å være i fysisk aktivitet med læringsprosessene, i tillegg til visualisering, konkretisering og bruk av taktile sanser. Fysisk aktiv læring i matematikk kan tilføre faget noe som er verdifullt og annerledes enn det man oppnår ved tradisjonell undervisning. Matematikk er ofte preget av en teoretisk undervisning og abstrakte begrep. Fysisk aktiv læring skaper rom for å konkretisere matematikken og virkelighetsnære erfaringer. De matematiske kunnskapene elevene tilegner seg i skolen har en egenverdi, men også en videre intensjon om å ruste barna til å mestre eget liv. Studien viser at det ikke er entydig hva lærere legger i livsmestring, og at det dermed kan være vanskelig å tilordne begrepet innhold. Informantene har en felles oppfattelse av at livsmestring i matematikk handler om at elevene skal tilegne seg matematisk kompetanse for å være agent i eget liv.",,"MGUMA550",,"Master i matematikk
Fakultet for lærerutdanning, kultur og idrett 
Institutt for pedagogikk, religion og samfunnsfag
16.05.2022","https://hdl.handle.net/11250/3016809","nob",,"Høgskulen på Vestlandet",,"http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","88",,"Fysisk aktiv læring||livsmestring||matematikkfaget||fysisk aktivitet||matematikk||matematikklæring","Physically active learning and life skills in mathematics","Fysisk aktiv læring og livsmestring i matematikkfaget","Master thesis"
"a39ff65e-03d3-407e-9cf8-53d3a415638b","11250/2473201",,"Furuseth, Sanne Krogh","2022","Føremålet med denne oppgåva er å undersøkje kva oppfatningar norsklærarar har til språkvariasjonen som finst blant elevar. Gjennom eit gruppeintervju med fire lærarar kjem oppfatningane deira av språkvarietetar fram, og oppfatningane sjåast på som eit resultat av haldningane og ideologiane til lærarane. Difor blir det lærarane seier analysert og drøfta opp i mot Ruiz (1984) sine tre språkorienteringar språk som problem, språk som rett og språk som ressurs. Alle orienteringane er representert når lærarane diskuterer og reflekterer kring temaet. Lærarane snakkar mykje om oppfatningar som tilhøyrar det problemorienterte synet på språk. Samstundes er dei tydeleg klar over at språket stadig er i endring, og på fleire måtar ser det ut som at dei ser på varietetar i språket som ressursar. Læreplanen blir kopla til språk som rett, og orienteringa er like viktig som dei andre språkorienteringane til Ruiz (1984). Analysen av intervjuet syner at det hjå nokre av desse lærarane var enkelte språkorienteringar som var meir synleg enn andre. Men det var ingen av lærarane som berre kunne koplast til ei av orienteringane språk som problem, rett eller ressurs. Lærarane er tydeleg opptekne av språket til elevane, men korleis dei forheld seg til det er basert på ei eige meining og korleis språket burde vere og ikkje burde vere.",,"MGBNO550",,"MGBNO550 – Grunnskulelærarutdanning 1-7, master i norsk
Fakultetet for Lærarutdanning, kultur og idrett
15.05.2022","https://hdl.handle.net/11250/3013597","nno",,"Høgskulen på Vestlandet",,"http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal","74",,"Norsklærere||holdninger||språklig variasjon||språkorientering","Teachers of Norwegian’s perceptions of linguistic variation in  school: language as problem, right or resource","Norsklærarar sine oppfatningar av språkleg variasjon i skulen: språk som problem, rett eller ressurs","Master thesis"
