id,collection,dc.contributor.advisor,dc.contributor.author,dc.date.issued,dc.description,dc.description.abstract,dc.description.abstract[en_US],dc.description[en_US],dc.identifier,dc.identifier.citation[en_US],dc.identifier.uri,dc.language,dc.language.iso[en_US],dc.publisher,dc.publisher[en_US],dc.rights.holder[en_US],dc.rights.uri[*],dc.rights[*],dc.source.pagenumber[en_US],dc.subject.nsi[en_US],dc.subject[en_US],dc.title,dc.title[en_US],dc.type,dc.type[en_US]
"d4de70d6-6eed-41c5-90e3-f7be8e15de51","11250/3034394","Trysnes, Irene","Furre, Gina Skretting||Winther, Hanna Terjesen","2024",,"Formålet med masteroppgaven er å se på hvordan radikalisering og ekstremisme presenteres i lærebøker i samfunnsfag for ungdomstrinnet. Metodisk har vi benyttet en kombinasjon av kvalitative og kvantitative tilnærminger, der tematisk analyse har gitt innsikt i presentasjoner og innhold, supplert med opptelling av oppgaver og bilder. Problemstillingen som er utforsket i oppgaven lyder som følger: 

Hvordan og i hvilke sammenhenger presenteres radikalisering og ekstremisme i lærebøker for ungdomstrinnet i samfunnsfag? 

Vi har sett på hvordan og i hvilke sammenhenger det presenteres for elevene, samtidig som vi også har sett på hvordan innholdet samsvarer med føringene vi finner i gjeldende læreplan, som er Kunnskapsløftet 2020. Læreplanen legger føringer for vår valgte tematikk, samtidig som den er åpen, hvilket stiller store krav til lærebokforfatterne når det gjelder valg og fravalg av fagstoff. Det er imidlertid to relevante hendelser som spesifikt nevnes i læreplanen, nemlig terrorhendelsen 22.juli og holocaust. Vi finner at disse hendelsene gjennomgående er utfyllende tematisert i læreverkene. Et svært sentralt, og interessant funn, er imidlertid hvordan læreverkene presenterer terrorhendelsen 22.juli for elevene. Her finner vi en tendens til nordisk eksepsjonalisme, og til dels ubalanserte perspektiver, særlig, sammenlignet med andre terrorhendelser utenfor Norge som blir tatt opp i lærebøkene. Tilsvarende fremstilles norske nazister under andre verdenskrig som ofre, i motsetning til dagens ekstreme grupper som ganske gjennomgående defineres som terrorister.
 
Vi finner videre at de delene av læreplanen som er mer åpne blir tematisert i variert grad, og læreverkene vektlegger dette ulikt. Ut fra våre funn, er det lite som tilsier at det er vektlagt progresjon mellom bøkene. Et sentralt funn er at mye av innholdet er lagt til 10.trinn, og vi vil argumentere for at det hadde vært en fordel om elevene ble introdusert for og lærte om tematikken på et tidligere tidspunkt. Bøkene presenterer årsakssammenhenger til at mennesker blir radikaliserte og gjennomfører ekstreme handlinger, samt et forebyggingsfokus for å unngå ekstreme holdninger og handlinger, hvilket er i tråd med kompetansemål i samfunnsfag.||",,,"no.uia:inspera:229826188:51690492",,"https://hdl.handle.net/11250/3143268","nob",,"University of Agder",,,,,,,,"En analyse av lærebøker for ungdomstrinnet i samfunnsfag",,"Master thesis",
"d548ca44-aef6-45f0-8f11-1f7d439c208e","11250/3034394","Hillesund, Eivind Rudjord","Due, Emma||Håverstad, Celine","2023",,"I læreplanverket 2020 blir bruken av teknologi og digitale verktøy i skolen vektlagt, som kan sees i forbindelse med at dataspill har blitt et større satsningsområde i samfunnet generelt. Minecraft: Education Edition er et aktuelt digitalt verktøy som er utviklet for undervisningsformål. I vår masteroppgave undersøker vi undervisningsverktøyet Minecraft: Education Edition sitt potensial i matematikkundervisning, gjennom intervju av to eksperter med god erfaring på feltet. Den ene eksperten arbeider i Microsoft utdanningsteam, med Minecraft: Education Edition som ansvarsområdet. Den andre eksperten har lang erfaring med Minecraft: Education Edition i klasserommet. Hans kompetanse har blant annet blitt benyttet i kurs for lærere om Minecraft: Education Edition. Vi har formulert følgende forskningsspørsmål for vår masteroppgave: 

1.	Hvilke temaer trekker to eksperter frem knyttet til bruk av Minecraft: Education Edition i matematikkundervisning i grunnskolen?
2.	Hvilke oppfatninger knyttet til Minecraft: Education Edition sitt potensial som undervisningsverktøy i matematikk kommer til uttrykk i beskrivelsene fra to eksperter?

For å besvare forskningsspørsmålene har vi benyttet oss av kvalitativ forskningsmetode, der vi gjennom semistrukturert ekspertintervju har fått et innblikk i ekspertenes oppfatninger knyttet til Minecraft: Education Edition sitt potensial som undervisningsverktøy i matematikk. Gjennom analyseverktøyet, tematisk analyse, utarbeidet vi tre hovedkategorier fra datamaterialet, som er gjennomgående i vår oppgave: Samarbeidslæring, engasjement og tilpasset undervisning. Minecraft: Education Edition ser ut til å være et undervisningsverktøy med et potensielt verdifullt bidrag i matematikkundervisning i norsk grunnskole. Våre funn peker på at Minecraft: Education Edition skaper engasjement blant elever, og bidrar til en inkluderende og tilpasset undervisning i klasserommet.||",,,"no.uia:inspera:143765519:34451147",,"https://hdl.handle.net/11250/3081484","",,"University of Agder",,,,,,,,"Minecraft: Education Edition sitt potensial i matematikkundervisning.",,"Master thesis",
"d567e5ba-08db-4d7f-9802-27d32e4f6fe0","11250/3034394","Damsgaard, Kjetil||Hundeland, Per Sigurd","Espegren, Judith Emelie","2022",,"Denne kvalitative studien ser på hva slags metakognitive aktiviteter som finnes hos en gruppe med tre 9. klasse elever, samt hvilke konsekvenser noen metakognitive spørsmål gir. Studien bygger på tidligere forskning om metakognitiv trening av blant annet Kramarski & Mevarech (2003) og Dignath & Büttner (2008). Det teoretiske rammeverket bunner i et konstruktivistisk perspektiv der metakognisjon er forstått ut ifra modellen til Schraw et al. (2006). Pólyas fire steg for problemløsning er en sentral del av studiens rammeverk for problemløsning (Pólya, 1971). Studiens design er et undervisningseksperiment der en elevgruppe på 3 elever løser problemløsningsoppgaver sammen som gruppe i tre ulike økter. I hver av øktene har det vært ulik grad av metakognitiv påvirkning med en progresjon fra ingen til mye påvirkning. Den metakognitive påvirkningen kom i form av metakognitive spørsmål som ble utformet ut ifra oppgavene elevene løste, og stilt underveis av observatør. Datamaterialet er analysert ut ifra analyseskjema hentet fra Veenman & van Cleef (2019), som er delt inn i hovedkategorier orientering, planlegging, evaluering og refleksjon, som igjen har hver sine underkategorier av metakognitive aktiviteter. Det kommer frem av studien at elevene viser flere metakognitive aktiviteter innenfor aktivering av forkunnskaper, analysere problem, lage handlingsplan, arbeide i henhold til planen, oppdage og reparere feil samt sjekke utfall. Det er få eller ingen tilfeller av å sette mål, estimere resultat, tidsstyring, overvåke fremdrift og alle underpunkter av refleksjon. Videre ser vi at de metakognitive spørsmålene gav konsekvenser som; ingen konsekvens, metakognitiv aktivitet, eller videre hjelp i problemløsningen. Det var en liten øking i både metakognitiv aktivitet og videre hjelp i problemløsningen i økt 3 der elevene fikk flest metakognitive spørsmål kontra i økt 2. Det kan like vel ikke slås fast at spørsmålene vil være til hjelp for elevene. Studien støtter konklusjonen til tidligere forskning om at det tar tid å trene opp de metakognitive ferdighetene (Dignath & Büttner, 2008). En mulig implikasjon fra dette studiet vil være å gi elevene undervisning i ett og ett trinn fra Pólyas fire steg, og at dette vil føre til mer metakognitiv aktivitet hos elevene.||",,,"no.uia:inspera:109991212:22525946",,"https://hdl.handle.net/11250/3036564","",,"University of Agder",,,,,,,,"Metakognitiv aktivitet og metakognitiv påvirkning ved problemløsning i matematikk",,"Master thesis",
"d725a306-301d-4f9d-9f8b-4c96d8a0658d","11250/3034394","Reinhardtsen, Jorunn||Reid, David Alexander","Børresen, Jon Martin||Berdal, Sondre","2023",,"Temaet for masteroppgaven er algebraisk tenkning og forståelse. Tidligere studier viser til at elever i den norske skole opplever algebra som utfordrende (Kaarstein et al., 2020). Det vil derfor være hensiktsmessig å rette fokuset mot hvordan elever utrykker sin algebraiske tenkning og forståelse, for å videreutvikle undervisningen i skolen. Algebra og problemløsning er forankret i læreplanen (Kunnskapsdepartementet, 2019) og leder inn mot vår problemstilling. Forskningsspørsmålet som denne studien baserer seg på er: 
Hvordan kommer algebraisk tenkning og forståelse for begreper til syne i sammenheng med ekvivalens, uttrykk og likninger når elever på 7. trinn løser problemer ved bruk av regneark og hjelpetegninger? 
Som teoretisk rammeverk for analyse av empirien, går vi ut blant annet ut fra Blanton et al. (2015) sin idé om ekvivalens, uttrykk, likninger og ulikheter, og Kieran (2004) sin tilnærming til algebraisk tenkning. I denne sammenhengen har det teoretiske rammeverket bidratt til å oppdage deltagernes algebraiske tenkning og forståelse av ekvivalens, uttrykk og likninger i problemløsningsoppgaver. 
Denne forskningen er en kvalitativ multiple casestudie med oppgavebasert intervju. Innhentingen av data foregikk hos en 7. klasse på mellomtrinnet. Her ble det tatt i bruk lyd- og filmopptak, observasjoner og elevnotater. Undervisningsøktene ble brukt som et grunnlag for intervjuet av tre elever. Det er resultatene i de oppgavebaserte intervjuene som svarer på forskningsspørsmålet. Det oppgavebaserte intervjuet inneholdt tre problemløsningsoppgaver av algebraisk natur. Besvarelsene og resonneringen blant deltagerne var verdifulle i vår forskning da vi kunne vise til algebraisk tenkning og forståelse for begreper.   
Funnene i denne studien viser til varierende forståelse for begrepene og uttrykkelse av algebraisk tenkning. Samtlige deltagere fra intervjuet viser til aspekter til algebraisk tenkning og forståelse for begrepene i løsningen av gitte problemløsningsoppgaver. Det varierer mellom deltagerne hvordan og når de kommer til syne. En forståelse for ekvivalens, uttrykk og likninger og evnen til å tenke algebraisk viser seg både gjennom arbeid med penn og papir, samt under oppgaveløsning i Excel.||",,,"no.uia:inspera:143765519:36923445",,"https://hdl.handle.net/11250/3076243","",,"University of Agder",,,,,,,,"Aspekter av algebraisk tenkning i problemløsningsoppgaver: En kvalitativ studie av elevers introduksjon og forståelse av algebra på mellomtrinnet.",,"Master thesis",
"d8bfa5b3-13a0-49ef-9ab8-a0bdfc6f3b98","11250/3034394","Reid, David Alexander","Ha, Jon Son||Oppberget, Sander Nilsen","2024",,"Sammendrag
I denne studien har vi undersøkt hvilke algebraiske aktiviteter som kommer til syne i
realisering av en Algebra Learning-Teaching activities (ALTA) på 7.trinn, og hvilke
momenter som var hensiktsmessige for å tilrettelegge for algebraisk aktivitet. Vi har utviklet
en ALTA kalt ALTA kortspill som er et undervisningsopplegg utviklet i forbindelse med et
forskningsprosjekt kalt Algebra Learning: Generalising, Expressing, Balancing, Reasoning
and Argumentation (ALGEBRA). ALGEBRA er et prosjekt i regi av Universitetet i Agder
(UiA) med hensikt i å skape kunnskap om effektive læringsmiljøer, oppgaver og verktøy for å
utvikle algebraisk tenkning på 5 – 7.trinn (Universitetet i Agder, u. å).
Studien er en kvalitativ casestudie hvor vi har valgt fire matematiske kunnskaper som er
identitetselementene til addisjon og multiplikasjon (IE), variabler, behovet for et
notasjonssystem og re-fokus av likhetstegnet. Disse målkunnskapene er grunnlaget for ALTA
kortspill. ALTA kortspill tar utgangspunkt i matematikkspill og oppbyggingen er inspirert av
designprinsipper fra teorien for didaktiske situasjoner (TDS) hvor vi bruker didaktisk
ingeniørvirksomhet (DI).
ALTA kortspill ble realisert i et 7.trinn med 15 elever fordelt på tre økter. I realiseringen
samlet vi data med feltnotater, video- og taleopptak og spillark. Dataen ble analysert gjennom
en teoretisk tematisk analyse ved hjelp av et analyseverktøy. Analyseverktøyet ble utviklet
med utgangspunkt i teori fra Kieran (2004), Blanton et al. (2015) og Russell et al. (2011) og
innebærer: fokus på strategier, variabler, notasjon med mening, re-fokus på likhetstegnet og
generalisert aritmetikk. Resultatene av analysen brukte vi til å undersøke hva slags algebraisk
aktivitet som kom til syne, samt hvilke momenter knyttet til realiseringen som var
hensiktsmessig for å tilrettelegge for algebraisk aktivitet. Vi så tegn til algebraisk aktivitet i
alle kategoriene fra analyseskjemaet, og momenter som spill, sosial organisering og
meningsfull kontekst er hensiktsmessige i tilrettelegningen av algebraiske aktiviteter.||",,,"no.uia:inspera:229824458:51856207",,"https://hdl.handle.net/11250/3141014","nob",,"University of Agder",,,,,,,,"Matematikkspill som en Algebra Learning - Teaching Activity",,"Master thesis",
"d8df947f-1316-4b26-87d5-c6aa4ac00b28","11250/3034394","Reid, David Alexander","Jåtun, Ole Nikolai","2024",,"In recent years, the field of mathematics education has witnessed a significant emphasis on 
argumentation and proof (Valenta & Enge, 2020), with educational textbooks emerging as 
indispensable resources for both teachers and students alike (Ahl et al., 2015). The 
implementation of Norway's new curriculum, Kunnskapsløftet 2020, underscores the 
importance of argumentation, reasoning, and proving as core elements within mathematics 
education (Kunnskapsdepartementet, 2019). Similarly, the inclusion of argumentation and proof 
in the Japanese curriculum (Isoda, 2010) renders the comparison of these two countries' 
approaches particularly intriguing.

This master's study delves into the presentation and approach of argumentation and proofrelated topics, such as the sum of three consecutive numbers, the Pythagorean theorem, the sum 
of two even/odd numbers, and the sum of three angles in a triangle, within mathematics 
textbooks used in grades 5-9 in Japan and Norway. Through a comparative analysis, the study 
aims to discern the differences and similarities in the strategies adopted by these two countries' 
mathematical textbooks.

The contents and design of mathematical textbooks play a vital role for students and teachers in 
classroom practice (Ahl et al., 2015), and ongoing discussions among researchers regarding the 
meaning of proof (Stylianides, 2007; Ball et al., 2002; Jeannotte & Kieran, 2017) highlights the 
importance of the approach taken within the textbooks, influencing both teachers and students’ 
perspectives and comprehension of proof and argumentation. The presentation and structure of 
tasks related to argumentation and proof, as well as the language (representations) used, may 
play a role in shaping these perceptions. 

In conducting this study, a document analysis methodology developed by Bowen (2009),
supported by a framework established by Miyakawa and Shinno (2021), was employed. A 
comprehensive examination was undertaken, encompassing a total of 38 mathematical 
textbooks sourced from three publishers in each country. The findings reveal notable disparities 
in the treatment of proof between Japanese and Norwegian textbooks, with Japanese textbooks 
having more opportunities for proving. However, the Japanese textbooks exhibit a more uniform 
structure, particularly in grades 8-9, Norwegian textbooks display greater variability. Despite 
these differences, both countries' textbooks initially adopt an empirical approach before 
transitioning to a more deductive approach, albeit the Japanese more heavily than the 
Norwegian textbooks. Additionally, differences in the function of tasks were observed, with 
Norway emphasizing a more discovery-oriented function compared to the more illuminated 
function evident in Japanese mathematical textbooks. Both countries shared the use of 
verification, albeit with some differences.

This comparative analysis offers valuable insight into the diverse approaches to argumentation 
and proof within mathematics textbooks in Japan and Norway. By identifying both differences 
and similarities, educators can gain valuable insights, which ultimately may enhance student 
learning.||",,,"no.uia:inspera:229824458:51853270",,"https://hdl.handle.net/11250/3140997","eng",,"University of Agder",,,,,,,,"Argumentation and Proof in Japanese and Norwegian Mathematical Textbooks Grades 5-9",,"Master thesis",
"dad3001c-004f-4a33-a888-8db6d846c53d","11250/3034394","Hidle, Kari-Mette Walmann","Kristensen, Trygve Solheim","2022",,"Hvilke læringsmetoder kan man bruke i samfunnsfagundervisningen for å utvikle egenskaper, ferdigheter og kunnskaper som elevene trenger for å kunne møte framtiden? Og hvilke metoder kan man bruke for å møte de nye kravene i læreplanen, LK20? I denne oppgaven har jeg undersøkt om entreprenørskap som læringsstrategi kan være en mulig måte for å oppnå dette, der man vektlegger de seks pedagogiske aspektene: 1) Aktivitet og interaksjon, 2) Samarbeid med lokalsamfunnet, 3) Prosjektorganisert og tverrfaglig, 4) Erfaringsbasert og problembasert, 5) Medbestemmelse, 6) Resultatorientert (Ødegård, 2014a, s. 67). Denne oppgaven tar derfor utgangspunkt i problemstillingen: «I hvilken grad kan entreprenørskap som læringsstrategi være egnet til undervisning i samfunnsfag?».

I oppgaven har jeg brukt kvalitative intervjuer av fem samfunnsfagslærere fra ungdomskoler i Agder og som på en eller annen måte bruker entreprenørskap i sin undervisning. Disse lærerne har blitt plukket ut av Ungt Entreprenørskap, og har derfor en form for tilknytning til denne organisasjonen. I intervjuene ble lærerne spurt om hvordan de bruker entreprenørskap på sine skoler, hvilken bakgrunn de har for entreprenørskap, hva slags forståelse og holdninger de har til entreprenørskap som læringsstrategi, og hvilke muligheter og utfordringer de ser ved entreprenørskap som læringsstrategi i samfunnsfagundervisningen. 

Entreprenørskap som læringsstrategi blir regnet som et multidisiplinert forskningsfelt, og henter perspektiver og teoritilfang fra flere ulike forskningsfelt. Denne oppgaven har derfor et bredt teorigrunnlag, som tar for seg ulike teorier og undersøkelser om entreprenørskap i utdanningen og entreprenørskap som læringsstrategi, konstruktivisme og sosiokulturell teori, samt perspektiver fra samfunnsfag og samfunnsfagdidaktikk. 

I oppgaven kommer det frem at lærerne har to hovedtilnærminger til entreprenørskap; en mer bedriftsrettet og en mer pedagogisk tilnærming. De ulike tilnærmingene gir ulike forutsetninger for hvordan de forstår og benyttet seg av entreprenørskap som en læringsstrategi i samfunnsfag. Lærerne med en mer bedriftsrettet tilnærming tenker mer på entreprenørskap som det å drive bedrift, og sier derfor at de bruker entreprenørskap i liten grad i samfunnsfag, og synes det er mer utfordrende å trekke det inn i faget. Denne tilnærmingen forstår dermed entreprenørskap mer som arbeidsmetoder enn som en læringsstrategi i samfunnsfag. Lærerne med en mer pedagogisk tilnærming, tenker videre rundt entreprenørskap, og kan trekke frem en rekke ulike entreprenørielle arbeidsformer i samfunnsfag, der også elevbedrift kan brukes. De bruker ulike former for prosjekter, problemløsende oppgaver, mest mulig elevstyrte timer og et mest mulig praktisk rettet fag. Den mer pedagogiske tilnærmingen er dermed enklere å tilpasse inn mot samfunnsfagundervisningen og som en læringsstrategi i faget. 

Det er usikkerhet rundt hvordan man best kan legge til rette for entreprenørskap som en læringsstrategi i samfunnsfag. Men som ved andre læringsstrategier, bør entreprenørskap være en tilføying i undervisningen fremfor noe man holder på med hele tiden. Ulike former for kortere prosjekter kan være mulige måter, både tverrfaglig og i samfunnsfag. Men her trenger man mer kunnskap. Likevel trenger elevene kontinuitet, og entreprenørielle læringsmetoder er noe de må vende seg til å jobbe med over tid. Funnene fra denne oppgaven viser dermed at det går an å tenke annerledes rundt undervisning i samfunnsfag, og at entreprenørskap som læringsstrategi har et stort potensial i faget. 

De største utfordringene rundt entreprenørskap som læringsstrategi i samfunnsfag ligger på det strukturelle planet. Kunnskapsfeltet er forholdsvis nytt og lite, der lærerne etterlyser mer støtte, ressurser, personer og kunnskap til feltet. Man er også avhengig av å få med seg skoleledelsen for å kunne tilrettelegge, organisere og rekruttere til mer entreprenørskapsarbeid i skolen. I dag er satsningen hos skoleledelsen i størst grad på elevbedrifter og den mer bedriftsrettede tilnærmingen. Denne tilnærmingen er også mest utbredt i Ungt Entreprenørskap og i lærerutdanningen. Lærerutdanningen bør derfor vise en tydeligere rolle og ta stilling til hvilken tilnærming de skal ha til entreprenørskap og utviklingen av entreprenørskapsprogrammer i skolen. Dette er helt sentralt for å utdanne lærere som kan tenke mer pedagogisk og kritisk rundt entreprenørskapsprogrammer og entreprenørskap som læringsstrategi, samt bidra til å utvikle entreprenørskap til å bli en mer relevant læringsstrategi i samfunnsfag.||",,,"no.uia:inspera:110161899:22119703",,"https://hdl.handle.net/11250/3036592","",,"University of Agder",,,,,,,,"Entreprenørskap som læringsstrategi i samfunnsfag? Samfunnsfagslæreres tilnærming til entreprenørskap",,"Master thesis",
"db0ab3a7-cb78-42b6-91a8-cc056cb3fb9b","11250/3034394","Erdmann, Susan Lynn","Nordby, Martine Nygaard","2023","Full text not available","The discourse found in English second language classrooms has long been dominated by the teacher, and student interaction is limited in comparison. Peer interaction is rarely the preferred or primary method to increase students’ language competence in educational settings. However, observations show a tendency that suggests that teachers should encourage the use of student talk in foreign language acquisition. This study explored the relationship between students’ oral language production and peer interaction compared to student-teacher interaction to determine the quality and quantity of language produced in different settings, considering aspects of language relating to fluency, interaction, and code-switching. 

Classroom observation was conducted in four ninth-grade lower secondary English classrooms in formal and informal learning activities to answer the research question. The results were later analyzed and compared with previous research to substantiate the results found in the present study. 

Results of the study suggest that peer interaction promotes extended language production. This was indicated by students’ willingness to interact in conversation with other students, seen through data retrieved on follow-up input. The results showed a more significant use of follow-up input in peer interaction than in student-teacher interaction. Additionally, the students' flow of speech was smoother, as fewer full stops, pauses, and hesitation were apparent in student talk in informal conversation. Conversely, a substantial increase in native language use was apparent in peer interaction. However, this made language production more effective, allowing students to produce language at a higher rate. Ultimately, this study suggests that peer interaction promotes greater language production compared to student-teacher interaction, which remained limited in comparison.||",,,"no.uia:inspera:143763411:36975696",,"https://hdl.handle.net/11250/3072736","",,"University of Agder",,,,,,,,"Student`s Oral Language Production - 
Peer Interaction vs. Student-Teacher Interaction",,"Master thesis",
"dbee70b8-1465-4879-912d-01a5627e6cf5","11250/3034394","Kanwal, Shaista||Martiny, André","Eidså, Robert","2022",,"På den nye læreplanen i Norge LK20 så har programmering blitt introdusert spesielt i matematikk og naturfag som en måte å utforske på. Denne studiens fokus er på hvordan elever resonerer når de jobber med abstrakte data fra et data program. Forskningsspørsmålet er dermed:
Hva karakteriserer elevers resonnement når de løser geometrioppgaver med programmering?
Denne studien ble gjort som en casestudie hvor det ble brukt en gruppe på seks elever. Det ble først holdt en undervisningsøkt hvor vi utforsket et Pythonprogram som handlet om volumet og overflatearealet på et rektangulært prisme. Programmet printet ut lister med dimensjoner og størrelser på bokser basert på hva som ble satt opp som minimum og maksimum dimensjonale verdier, og noen dimensjonale begrensinger på utformingen av boksene. Listen som ble printet ut viste volumet og overflatearealet av boksene. Etterpå ble det holdt intervjuer med tre av de deltakende elevene, hvor målet var å finne ut hvordan elevene forstod oppgavene, og hvordan og hvis de klarte å resonere seg frem til løsninger til hvordan størrelsene og dimensjonene endrer seg basert på begrensningene som var satt i programmene og oppgavene.
	Dataene ble analysert ved å bruke et rammeverk bestående av deduktiv og induktiv resonering. Spesifikt hvordan regler, case, og resultater av elevenes resoneringer ble forsøkt gjenkjent, og hvordan funksjonene i resonering, antecedent og konsekvens spiller en rolle i elevenes svar.
	Studien avdekker viktigheten av å forstå den matematiske oppgaven. Både med tanke på forståelse for hva oppgaven ber om i form av svar, i betydningen av at det er viktig å trene på og veilede elevene til å forstå at «en løsning» er ikke det samme som «løsningen». Og det er viktig å forstå de matematiske konseptene i en oppgave før man prøver å løse den, uten forståelse av oppgaven blir resoneringen gjort på feil premisser.||",,,"no.uia:inspera:109991212:21065319",,"https://hdl.handle.net/11250/3036566","",,"University of Agder",,,,,,,,"Students' reasoning with programming",,"Master thesis",
"dc985568-1540-45ff-a5f8-e5981311f932","11250/3034394","Ertzeid, Ingrid Elisabeth","Røynestad, Cecilie","2023",,"Sammendrag
Formålet med denne masteroppgaven er å belyse hvordan læreren kan arbeide med kritisk literacy-undervisning i norskfaget på ungdomstrinnet. For å svare på denne problemstillingen har jeg brukt et kvalitativt forskningsdesign bestående av semistrukturerte intervju, utprøving av et undervisningsopplegg og analyse av elevtekster. 

For å utvikle den kritiske tekstkompetansen til elevene, undersøker lærerne i prosjektet tekstskaperens interesser ved å se på verbale og visuelle ressurser i teksten. Tekstskaping forekommer i forbindelse med design av mottekster, for å få elevene til å ta sosial handling. Når det gjelder tekstutvelgelse til kritisk tekstarbeid, er relevans et kjernepunkt. Funnene viser at det er mulig å skille mellom tekstuell relevans (egnethet, vanskelighetsgrad og sjanger) og tematisk relevans (målgruppe, aktualitet og gjenkjennelse). Store kompetanseforskjeller blant elever skaper utfordringer i vurderingspraksisen, og informantene foretrekker derfor muntlige vurderingssituasjoner med utgangspunkt i et sosiokulturelt læringsperspektiv. 

CritLit-modellen, et stillas for kritisk tekstarbeid, ble prøvd ut i et undervisningsopplegg. Ifølge lærerne tilbyr modellen en fleksibilitet, ved at den på den ene siden rommer et mangfold av kritiske aktiviteter, og på den andre måten kan tilpasses en spesifikk didaktisk sammenheng og det multimodale tekstsamfunnet. I undervisningsopplegget opplevde elevene mestring knyttet til kritisk skriving og å lese med motstand. 

Nøkkelord: kritisk literacy, kritisk tilnærming til tekst, kvalitativ studie, semistrukturert intervju og CritLit-modellen||",,,"no.uia:inspera:143798281:36791187",,"https://hdl.handle.net/11250/3080225","",,"University of Agder",,,,,,,,"Undervisning i kritisk literacy på ungdomstrinnet",,"Master thesis",
"dcb9b81c-eef1-4862-83b0-5fb56cbb0cf2","11250/3034394","Laxdal, Aron Gauti||Haugen, Tommy","Stensrud, Anna||Aasen, Benjamin","2023","Full text not available","Denne studien tar sikte på å undersøke hvordan kroppsøvingsfaget blir fremstilt i norsk 
media. Målet med studien var å svare på problemstillingen; Hva kjennetegner 
kroppsøvingsfaget i norsk media? Hvem uttaler seg, og om hva?

Studien bidrar til å identifisere trender og temaer som utgjør mediebildet. Studien samlet inn 
datamateriell fra norske papiraviser i en tiårsperiode fra juli 2012 til juli 2022. Totalt ble 2225 
artikler gjennomgått, hvorav 256 artikler oppfylte kravet vårt om å diskutere elementer 
knyttet til kroppsøvingsfaget, og ble hovedgrunnlaget for studien. Det ble brukt både 
deskriptiv statistikk og tematisk analyse for å svare på problemstillingen.

Undersøkelsene avdekker at de mest fremtredende aktørene som uttaler seg i mediedekningen 
av kroppsøvingsfaget, er elever og personell tilknyttet universitetene. Lærere er derimot 
underrepresentert sammenlignet med hva deres erfaring og innsikt skulle tilsi, særlig innenfor 
riksmediene. 

Gjennom en tematisk analysen konstruerte vi følgende temaer som omfavner ulike deler av 
mediebildet på kroppsøvingsfaget; undervisningsinnhold, fysisk aktivitet og helseeffekter, 
tilpasset opplæring, vurdering, dusj- og garderobeproblematikk og skal vi ha 
kroppsøvingsfaget?. Hva som diskuteres i mediebildet er sterkt påvirket av hva som er 
dagsaktuelt i samfunnet. De ulike temaene og diskusjonene har store svingninger i 
representasjonen etter hva som aktualiserer dem. Vi ser dette fenomenet der politiske 
endringer i fagets rammer eller kontroversielle saker og uttalelser fører til økt oppmerksomhet
rundt kroppsøvingsfaget. Generelt er likevel diskusjonen rundt behovet for økt fysisk aktivitet 
for å fremme god fysisk form og helse spesielt fremtredende. I de siste årene har diskusjoner 
knyttet til undervisningsinnhold vært særlig fremtredende, noe som har blitt aktualisert 
gjennom fagfornyelsen i 2020. Dette eksemplifiserer at mediebildet er dynamisk og påvirkes 
sterkt av samfunnstrender.||",,,"no.uia:inspera:148330406:11345148",,"https://hdl.handle.net/11250/3079259","",,"University of Agder",,,,,,,,"Hva kjennetegner kroppsøvingsdebatten i norsk media?",,"Master thesis",
