id,collection,dc.contributor.author,dc.date.issued,dc.description.abstract,dc.description.abstract[en_US],dc.description.localcode,dc.description.localcode[],dc.description.localcode[en_US],dc.description[en_US],dc.identifier.uri,dc.language.iso[en_US],dc.publisher[],dc.publisher[en_US],dc.rights.uri[*],dc.rights[*],dc.source.pagenumber[en_US],dc.subject[en_US],dc.title.alternative[en_US],dc.title[en_US],dc.type[en_US]
"f2227609-6184-40dc-9c0e-78e772cb56b9","11250/2473201","Gravdal, Maria","2023",,"Skjerm og dataspel tek ein stadig større plass i barn og unge sin kvardag. Samfunnet blir digitalisert, noko ein også ser att i skulen ved at fleire elevar har digitale verktøy som del av sitt læringsmateriell. Samstundes ser ein at elevane sin motivasjon og opplevd nytteverdi av dagens matematikkundervisning går ned. Eit føreslege tiltak er å auke bruken av moderne og innovative verktøy i undervisninga. For å inkludere slike verkemiddel på ein hensiktsmessig måte, er det nødvendig at lærarar har tilstrekkeleg kunnskap om digitale verktøy og ressursar. 
I tillegg til fagfornyinga si satsing på bruk av digitale verktøy i undervisinga, vektlegg dei også viktigheita av at elevar kommuniserer om matematikken. I lys av dette er føremålet med studien å kartleggje korleis bruk av læringsspelet Numetry kan leggje til rette for matematikkfaglege samtalar i undervisninga. Med grunnlag i dette er følgjande problemstilling undersøkt: Korleis kan bruk av Numetry leggje til rette for matematikkfaglege samtalar på 7. trinn? 
Problemstillinga blir undersøkt ved å ta i bruk det teoretiske rammeverket frå Sfard (2008) om kommognisjon, som nyttar dei fire diskursive kjenneteikna: Ordbruk, narrativ, visuelle mediatorar og rutinar. Rammeverket vektlegg at kommunikasjon også handlar om det kognitive, og at dette er to prosessar som ikkje kan skiljast. Studien har ei kvalitativ forskingstilnærming, der datainnhentinga er gjort ved hjelp av observasjon og intervju. Seks grupper, kvar med to elevar, er observert medan dei spelar Numetry, samstundes som dei jobbar med eit oppgåveark knytt til spelet. I tillegg har eg gjennomført intervju med elevane i etterkant av øktene, slik at dei har fått moglegheit til å uttrykkje eigne tankar og opplevingar. 
Funna viser at Numetry har lagt til rette for ulik ordbruk mellom elevane, som kan bidra til å skape eit rikt og dynamisk matematisk språk. Funnet viser også at spelet har lagt til rette for ei gråsone mellom rituelle og utforskande rutinar, som potensielt kan vere gunstig for elevane sin matematikkfaglege samtale. Samstundes viser funna at spelet har nokre repeterande og lukka oppgåver som kan vere eit hinder for elevane sin matematikkfaglege samtale. 
Litteraturgjennomgangen viser at det er relativt få studiar som har teke føre seg bruken av digitale spel i matematikkundervisinga. Denne studien er eit bidrag til dette. I tillegg har studien diskutert ubrukte mogelegheiter som ligg i spelet, som igjen kan nyttast til å auke Numetry sitt potensial for tilrettelegging av matematikkfaglege samtalar. Ved å belyse slike moglegheiter har det også vore ønskjeleg at desse kan bidra til bruk av læringsspelet i skulen",,,"MGUMA550","Master i grunnskolelærerutdanning 5.- 10. trinn, matematikk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3093004","nno",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"matematikkundervisning||grunnskolelærerutdanning||Numetry","Students’ mathematical conversations while working with a digital educational game","Elevar sine matematikkfaglege samtalar i arbeid med eit digitalt læringsspel","Master thesis"
"35fb67ee-cacc-4f19-b088-543ab5b44f11","11250/2473201","Solvi, Malin Revheim","2023",,"Denne studien er et forskningsbasert arbeid som er gjennomført med utgangspunkt i
matematikkdidaktikk. Masteroppgaven er del av ARGUMENT-prosjektet som er tilknyttet Universitetet i Bergen, Høgskulen pa Vestlandet og Bergen kommune, og har et overordnet tema om undersøkelsesbasert læring og kommunikasjon i matematikkfaget. Studien er av kvalitativ art, og har som formal a undersøke hvilke samtaletrekk som kan indentifiseres hos en lærer i en UBL-inspirert matematikkunderving med bruk av ekte tall, med forskingsspørsmålet; Hvilke samtaletrekk kan identifiseres i en lærers kommunikasjon med elever i en undersøkelsesbasert matematikkundervisning med bruk av ekte tall?
Aktuell teori og tidligere forskning om undersøkelsesbasert læring, kommunikasjon og modellering har blitt undersøkt for a belyse lærerens samtaletrekk i undervisningen med temaet solceller. Solcelleoppgaven som ble benyttet for datainnsamlingen er et tverrfaglige undervisningsopplegg innenfor matematikk og naturfag. Begrepet modellering er aktuell for studien ettersom undervisningsopplegget er et eksempel på en modelleringsoppgave.
Datainnsamlingen har blitt gjennomført etter godkjent søknad av SIKT, sammen med to andre medstudenter. Vi observerte en 10. klasse og benyttet oss av både video- og lydopptak. For a undersøke hvilke samtaletrekk som kom til syne hos læreren i undervisningen, har det blitt benyttet et rammeverk bestående av IC-modellen, IRF, topaze-effekten, traktmonsteret og fokuseringsmonsteret. Det ble satt to kriterier i utvalget av samtaleutdragene for analysen;
(1) lareren var til stede, hvor vedkommende også matte vare delaktig i samtalen, og (2) utdraget matte plasseres under en av fasene i modelleringsyklusen. Begrepet samtaletrekk blir i studien benyttet som en fellesbetegnelse for de ulike teoriene om kommunikasjonstrekk, -monstre og -kjennetegn. Fellestrekkene som ble identifisert er basert på lærerens overordnede samtaletrekk og ytring i samtaleutdragene. Som et resultat identifiserte jeg fire overordne kategorier for lærerens samtaletrekk; Læreren leder samtalen, Læreren holder kontakt, Læreren tar utgangspunkt i elevene, og Læreren i helklassediskusjon. Funnene viser at selv om en åpner for nye kommunikasjonsmønstre i matematikkundervisningen, utelukker det likevel ikke at tradisjonelle kommunikasjonsmønstre kan oppstå, selv i en planlagt undersøkende undervisning.",,,"MGUMA550","Master i grunnskolelærerutdanning 5. -10. trinn, matematikk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3093138","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"matematikkundervisning||matematikkdidaktikk||grunnskolelærerutdanning||ARGUMET-prosjektet","Do the numbers make sense? A qualitative study within communication in an inquiry-based mathematics teaching using authentic data in secondary school","Gir tallene mening? En kvalitativ studie om kommunikasjon i en undersøkelsesbasert matematikkundervisning med bruk av ekte data på ungdomskolen","Master thesis"
"d8dcc19d-da79-4fd4-9067-9cc73cca8133","11250/2473201","Hellestveit, Martha Bruland","2023",,"I denne studien har føremålet vore å gje og få innsikt i korleis elevgrupper på 8.trinn kan argumentera og delta når dei er fysisk aktiv i algebraundervising. For å svara på problemstillinga har det blitt utført ein kvalitativ studie. Det har blitt teke lydopptak under to undervisningsøkter, der eg har sett nærare på tre elevgrupper på 8.trinn, som arbeidde med algebra fysisk aktivt. Fokuset har vore på korleis dei byggjer opp argumenta sine, samt korleis elevane innetter i gruppene deltek i arbeidsprosessen. Teke i betraktning at fysisk aktivitet har fått eit auka fokus i skulen, at argumentasjon er eit av kjerneelementa i matematikk, samt at læreplanen vektlegg at born blir danna i møte med andre og gjennom fysisk utfolding, ser eg studien som eit gjevande bidrag for lærarar og forskingsfeltet. 
I studien har det blitt lagt til grunn at matematisk argumentasjon ikkje treng å vera basert på formell logikk, samt at argumentasjon som blir ført av fleire deltakarar går under kollektiv argumentasjon. Vidare har fysisk aktivitet blitt forstått som ein undervisningsmetode, som skjer parallelt med undervising. For å få innsikt i problemstillinga, har eg undersøkt argumentasjonen og deltakinga som fann stad under dei to tilnærmingane: fysisk aktivitet integrert i algebra, og fysisk aktivitet kombinert med algebra. Datamaterialet har blitt presentert ved dialogutdrag, og analysert ut frå Toulmin (2003) sin argumentasjonsmodell og Krummheuer (2007) sitt skjema for deltaking. Toulmin blei nytta som eit analyseverktøy for å strukturera elevgruppene si argumentasjonsbygging, medan Krummheuer for å kategorisera elevane ved utsegna deira i roller for deltaking. 
Ut frå analysen fann eg ut at elevgruppene sin argumentasjon og deltaking endra seg frå økta der fysisk aktivitet var kombinert med algebraundervising (økt 1), til økta der fysisk aktivitet var integrert (økt 2). Elevgruppene sin argumentasjon var meir eksplisitt i økt 1, og språket dei nytta når dei argumenterte var meir matematisk, samanlikna med økt 2. Deltakinga i økt 1 var prega av at ein eller to elevar innetter i gruppene tok styringa, medan dei andre elevane støtta seg på deira innspel. I økt 2 derimot vart det meir jamt rundt kven som kom med eigne idear, og dei fann oftare ut løysinga saman. Likevel viste analysen at alle elevane i begge øktene viste teikn til engasjement, ved at alle aktivt tok del i arbeidsprosessen. Sjølv om ikkje alle elevane alltid kom med eigne løysingsforslag, var dei delaktige på andre måtar. Vidare viser studien som heilheit korleis fysisk aktivitet kan nyttast som undervisningsmetode i algebraundervising",,,"MGUMA550","Master i grunnskolelærerutdanning 5. - 10. trinn, matematikk. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3093045","nno",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"matematikkundervisning||grunnskolelærerutdanning||algebraundervisning","Argumentation and participation: When 8th graders are physically active in groups during algebra lessons","Argumentasjon og deltaking: Når elevgrupper på 8.trinn er fysisk aktiv i algebraundervising","Master thesis"
"b9983616-1f08-4cdf-a57c-e35258b0275a","11250/2473194","Nygård, Lina Henriette","2023",,"Forskningen på leirskole er minimal, til tross for at mange elever har erfaring med det i løpet av grunnskolen. I de senere årene har det blitt mer oppmerksomhet rundt bærekraftig utvikling, som også har fått solid plass i læreplanen for skolen gjennom det tverrfaglige temaet bærekraftig utvikling (Kunnskapsdepartementet, 2017b). Friluftslivsundervisning har stått sentralt i leirskolenes virke og er ofte nevnt i sammenheng med bærekraftig utvikling. Gjennom friluftslivsundervisning kan elever blant annet lære om hvordan man skal bevare biologisk mangfold og redusere miljøpåvirkning. I dette prosjektet har jeg fulgt tre leirskolelærere i en leirskoleuke for å få innsikt i deres friluftslivsundervisning i lys av bærekraftig utvikling som temaet. Oppgavens problemstilling lyder som følger: 
Hvordan gjennomfører leirskolelærere friluftslivsundervisning sett i lys av det tverrfaglige temaet bærekraftig utvikling? 
For å besvare denne problemstillingen gjennomførte jeg observasjoner på tre ulike leirskoler og intervjuet en leirskolelærer på hver skole. Gjennom studien identifiserte jeg fem kategorier som var tydelige i friluftslivsundervisningen. Disse kategoriene danner grunnlaget for å forklare og drøfte hvordan leirskolelærerne gjennomførte undervisning som kunne knyttes til bærekraftforståelser. Ved å bruke NatCul-matrisen og Pierre Bourdieus begreper undersøkte jeg hvilke syn på naturen som var fremtredende i leirskolelærerens undervisning. Disse synene bidro til å forstå undervisningens tilknytning til bærekraftig utdanning. Videre analyserte jeg fram fire kategorier som var sentrale i leirskolelærerens etablerte praksis for å forstå bakgrunnen for natursynet som viste seg i friluftslivsundervisningen. 
Gjennom denne studien håper jeg å bidra til økt kunnskap om friluftslivsundervisning på leirskole og hvordan det kan knyttes til det tverrfaglige temaet bærekraftig utvikling. Ved å utforske ulike natursyn og analysere leirskolelærerens praksis, gir studien innsikt i sammenhenger med bærekraftig utvikling og de faktorer som påvirker undervisningen. Dette kan være nyttig for å videreutvikle leirskoleundervisningen og legge til rette for en bærekraftsutdanning i fremtiden.",,,"MIDR506","Master i idrettsvitenskap (MIDR506)
Fakultet for lærerutdanning, kultur og idrett
Institutt for idrett, kosthold og naturfag
2023","https://hdl.handle.net/11250/3092956","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"Leirskole||Friluftsundervisning||Bærekraftig utvikling||Tverrfaglig tema||LK20||Leirskolelærere||Kvalitativ metode","Outdoor education in school camps and the  interdisciplinary theme of sustainable  development","Friluftslivsundervisning på leirskole og det  tverrfaglige temaet bærekraftig utvikling","Master thesis"
"a5a33b0c-bd5d-4ed3-b10d-1b5a723eb364","11250/152233","Eide, Maria Asheim||Wee, Ragnhild","2023",,"I denne studien var hovedfokuset å finne ut av en kontaktlærers rolle i møte med skolevegring. Formålet var dermed å få innsikt i rollen som kontaktlærer rundt fenomenet, og forsøke å skape en bredere forståelse for feltet. I denne sammenheng valgte vi å se på hvordan kontaktlæreren opplever skolevegring, og hvordan man som kontaktlærer går frem når det gjelder tidlige tegn og risikofaktorer, kartlegging og handlingsplan og hvordan tilrettelegge for elever med denne utfordringen. 
Denne studien ønsket å gå i dybden av kontaktlæreres erfaringer og opplevelser rundt skolevegring, og dermed ble det valgt å benytte kvalitativ forskning. Det ble intervjuet fem kontaktlærere som har erfaring med skolevegring fra 7-10.klasse på ulike skoler på Øst -og Vestlandet. Semistrukturerte intervjuer ga mulighet til å gjøre et dypdykk i kontaktlæreres erfaringer og refleksjoner. 
Funnene viser at en kontaktlærers rolle er sentral når det kommer til elever som vegrer seg for skolen. Informantene følte også på et betydelig ansvar når det gjelder elever som hadde utviklet skolevegring. Oppsummert viser studien at kontaktlærers rolle innebærer å oppdage tidlige tegn og risikofaktorer, gjennomføre kartlegging, følge/utarbeide handlingsplan og tilrettelegging. Funnene både underbygger og viser ulike nyanser til teorien og tidligere forskning.",,,"MGUSP550","MGUSP550 Masteroppgave i spesialpedagogikk
Grunnskolelærerutdanningen 5.-10. trinn
Fakultet for lærerutdanning, kultur og idrett
Institutt for pedagogikk, religion og samfunnsfag
2023","https://hdl.handle.net/11250/3090325","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"Skolevegring||Kontaktlærer","A class teacher’s role in dealing with school refusal","En kontaktlærers rolle i møte med skolevegring","Master thesis"
"3bed85e2-7cc2-40df-9723-90bb7c95fbe2","11250/2473194","Rønnekleiv, Ingrid Røyrvik","2023",,"Nysgjerrigheit og undring er heilt sentrale element i utforskande arbeid og i naturfag, i tillegg er det eit fenomen som er ein naturleg del av barndomen. I skulen kan nysgjerrigheit og undring blant anna skape engasjement, interesse, deltaking og kritisk tenking blant elevane. Fleire forfattarar uttrykker at barn sin nysgjerrigheit og undring forsvinn i skulealder, samstundes er det verdiar som er viktige i norsk skule. Det vil derfor vere eit viktig pedagogisk tema å finne ut kva som kan fremme og hemme elevane sin nysgjerrigheit og undring. 
Hensikta med denne oppgåva er å finne ut korleis lærarar i naturfag fremmar nysgjerrigheit og undring i utforskande arbeid. For å undersøkje dette har eg laga to forskingsspørsmål som fokusera på kva lærarane opplev stimulera nysgjerrigheit og undring, samt kva føresetnadar og utfordringar dei opplev at det er. Innblikk i desse to vil vere eit godt utgangspunkt for å kunne diskutere kva som kan fremme nysgjerrigheit og undring i utforskande arbeid. For å undersøkje desse forskingsspørsmåla har det blitt gjennomført fem semistrukturerte intervju av naturfaglærarar, der eg har fått innblikk i lærarane sine erfaringar og refleksjonar. Gjennom ein fenomenologisk hermeneutisk tilnærming skal lærarane sine erfaringar med nysgjerrigheit og undring skildrast, tolkast og drøftast. 
Resultata frå analyseprosessen viser at lærarane meina at det som kan stimulere nysgjerrigheit og undring i det utforskande arbeidet hovudsakleg er knytt til lærarrolla og aktivitetar og tilpassingar av undervisninga. Funna viser at læraren er ein rollemodell og må sjølv ha og vise dei haldningane og verdiane som ein ønskjer frå elevane. Læraren må dermed vere nysgjerrig, undrande, interessert, engasjert, deltakande, og kritisk og audmjuk til kunnskap. Vidare er det mange aktivitetar og tilpassingar av undervisninga som kan vere stimulerande, og lærarane trakk fram relevant og spennande tema, praktisk arbeid og ekskursjon, elevaktivitet og elevdeltaking, elev- og lærarspørsmål, og å skape kognitiv konflikt. Dei føresetnadane som er viktige for å kunne skape nysgjerrigheit og undring er sosial- og fagleg tryggheit blant elevane, hjelp og støtte frå lærar, at elevane får øve på å vere nysgjerrig og undrande, læraren sin tryggheit og innsats i faget, samt rammefaktorane tid og utstyr. Utfordringane som lærarane trekte fram var knytt til avsporing, klasseleiing, utfordrande elevåtferd og klasser, tid, utstyr og læraren sjølv med fokus på kompetanse, innsats og engasjement",,,"MGUNA550","Master i grunnskolelærerutdanning 5.- 10. trinn, naturfag. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3090504","nno",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"naturfag||nyskjerrighet||utforskende","Curiosity and Wonder in Inquiry-based teaching/learning","Nysgjerrigheit og undring i utforskande arbeid","Master thesis"
"df3f8938-5228-4368-a080-0b55a30540d5","11250/152233","Jølsgard, Ingrid Holen||Økland, Silje","2023",,"Dette er en tverrfaglig masteroppgave i spesialpedagogikk og matematikk. Studien tar for seg hvilke faktorer lærere erfarer at skal til for at elever med spesifikke matematikkvansker skal oppleve mestring i matematikkfaget. Den ser på hvilke tiltak lærerne opplever fungerer for å fremme elevens mestring og motivasjon i faget. Formålet med studien er å gi lærere et innblikk i hvordan man kan tilrettelegge undervisningen for å skape mestring for elever med matematikkvansker. Studien har en positiv vinkling, og det har blitt vektlagt de tiltakene som lærerne har opplevd at fungerer, eller som de har gode erfaringer med. 
Det har blitt brukt kvalitativt design i oppgaven, med intervju som metode. Vi har intervjuet fem matematikklærere som underviser på forskjellige klassetrinn fra 1.-10. klasse, og som er geografisk spredt. Intervju ble valgt som metode fordi det ville gi oss et grundig innblikk i lærernes erfaringer. Kunnskapsgrunnlaget er dannet ut ifra relevant teori og tidligere forskning på matematikkvansker. I tillegg har vi inkludert teori og forskning om læring, motivasjon, spesialpedagogikk og matematikk som skolefag. 
Informantene i denne studien har flere år med erfaring med elever med matematikkvansker. Erfaringene til lærerne samsvarer godt med tidligere forskning gjort på feltet og ga grunnlag for interessant diskusjon. Funnene viser til hvordan motivasjon og mestringsforventning hos elevene er sentralt for å mestre matematikkfaget, og hvordan man som lærer kan tilrettelegge for dette i undervisningen. I tillegg har det blitt sett på viktigheten av grunnleggende matematiske ferdigheter. Funnene i denne studien kan ikke generaliseres, men den kan gi et innblikk i hvordan hverdagen til lærer som arbeider med elever med spesifikke matematikkvansker kan se ut. Studien vil være relevant for lærerstudenter, lærere og andre som møter på elever med matematikkvansker i sin arbeidshverdag.",,,"MGUSP550||MGBMA550","Masteroppgave i spesialpedagogikk og matematikk
MGUSP550 & MGBMA550 
Grunnskolelærerutdanningen 5.-10. trinn & 1.-7. trinn
Fakultetet for lærerutdanning, kultur og idrett (FLKI)
2023","https://hdl.handle.net/11250/3090322","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"Mestring||Matematikkvansker||Motivasjon","Mastery in mathematics for students with  specific mathematics difficulties","Mestring i matematikk for elever med  spesifikke matematikkvansker","Master thesis"
"51177285-ad8a-4a94-8bb4-db56a7433ee5","11250/152233","Bakke, Iselin Sande","2023",,"Denne masterstudien har sett på elevar på ungdomstrinn og føresette til elevar på ungdomstrinn sine opplevingar av lekser. Studiet forsøker å svare på og drøfte rundt følgjande problemstilling:

Kva for opplevingar har elevar og føresette av lekser?

Denne masteroppgåva har ikkje som føremål å finne svaret på om lekser er bra eller ikkje, men har retta fokus på heimen og dynamikken mellom føresette og elevar. I denne studien rettar ein blikket mot haldningar til lekser, motivasjon og viktigheit av lekser. Studien har forsøkt å sjå på dei ulike ledda av spørjeskjema i lys av ulik teoretisk grunnlag.

Teori og forsking er tvitydig om lekser forbetrar læring eller ikkje, og meiningar blant elevar, føresette og lærar verkar å aldri samstemme, noko som også kjem fram av denne studien. Av opplæringslova og læreplanverket er ikkje lekser lovpålagt. Masterstudien har funne at elevar er negative til lekser, ønskjer mindre lekser, og er ikkje motiverte for å gjere dei. Elevane rapporterer heller ikkje at lekser som hensiktsmessig i fleire fag. Derimot er elevar og føresette einig om at matematikk er det viktigaste faget å arbeide med lekser i.",,,"MGUSP550","MGUSP550 Masteroppgave i spesialpedagogikk
Fakultet for lærarutdanning, kultur og idrett
Institutt for pedagogikk, religion og samfunnsfag
2023","https://hdl.handle.net/11250/3090288","nno",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"Lekser||Holdning","Pupils’ and parents’ experiences of homework","Elevar og føresette sine opplevingar av lekser","Master thesis"
"c52476ec-50bf-4de6-88d7-84badda1afb5","11250/2473194","Christensen, Sindre Torp","2023",,"Med innføringen av læreplanverket for Kunnskapsløftet (LK20) ble demokrati og medborgerskap innført som et tverrfaglig tema. En utfordring med dette er at det finnes mange ulike måter å forstå begrepene «demokrati» og «medborgerskap» på. Læreplanen gir noen generelle beskrivelser av hva demokrati og medborgerskap i de ulike skolefagene handler om, men innenfor disse beskrivelsene må den enkelte lærer selv vurdere hvordan han eller hun vil undervise om temaet. Beskrivelsen av hva demokrati og medborgerskap i naturfag skal handle om inneholder flere andre begreper som også kan ha ulike definisjoner. Eksempler på disse begrepene er «vitenskapelig basert kunnskap», «samenes tradisjonelle kunnskap» og «samfunnsdebatt». Med utgangspunkt i at det kan finnes ulike syn på hva demokrati og medborgerskap i naturfag kan handle om, fokuserer denne masteroppgava på forskningsspørsmålet: «Hvordan ser naturfagslærere på læreplanenes formulering om demokrati og medborgerskap i naturfag?». 
For å belyse problemstillingen gjennomførte jeg intervjuer med fire naturfagslærere på 5. – 10. trinn. Intervjuene tok utgangspunkt i læreplanen i naturfag sin beskrivelse av demokrati og medborgerskap (Kunnskapsdepartementet, 2019a, s. 4), med fokus på lærernes forståelse av begrepene læreplanen bruker og hvordan lærerne forteller at de vil undervise om temaet. Intervjuene ble transkribert og jeg gjennomførte en tematisk analyse basert på Braun og Clarke (2006). Gjennom analysen identifiserte jeg tre hovedtemaer hvor hvert tema har et sett med hovedfunn. Det første temaet; lærernes syn på innføringen av demokrati og medborgerskap i naturfag, forteller blant annet at lærerne ikke tror innføringen av demokrati og medborgerskap endrer måten de underviser på og at lærerne har brukt lite utviklingstid på temaet. Det andre temaet; det bevisste menneske i samfunnet, viser at lærerne har klare målsetninger med demokrati- og medborgerskapsundervisning i naturfag og at lærerne har strategier for hvordan de vil nå målene. Dette temaet viser at bevisstgjøring av hvordan elevene kan bidra i samfunnet er et sentralt mål alle lærerne deler. Det siste temaet; lærernes syn på vitenskapelig basert kunnskap og kunnskap som ikke er basert på vitenskap, viser at det er varierende hvordan lærerne ser dannelse av vitenskapelig kunnskap og samenes tradisjonelle kunnskap som en del av det tverrfaglige temaet demokrati og medborgerskap.",,,"MGUNA550","Master i grunnskolelærerutdannig 5. - 10. trinn, naturfag. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3090415","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"naturfag||medborgerskap||demokrati","Teachers’ views on democracy and citizenship in science","Læreres syn på demokrati og medborgerskap i naturfag","Master thesis"
"83e88915-0263-4d49-bae1-86c90dc24f25","11250/2473194","Kåsa, Mathilde Jensine","2023",,"Masteroppgavens formål har vært å undersøke om elever som deltok i et undervisningsopplegg på Universitetsmuseet i Bergen har opplevd nysgjerrighet, skaperglede og nytenkning. Problemstillingen for masteroppgaven er ”hvordan kan museet som læringsarena bidra til nysgjerrighet, skaperglede og nytenkning?” Forskningsspørsmålene som bidro til å belyse problemstillingen var ”hvordan ser museumspedagogene på nysgjerrighet, skaperglede og nytenkning?”, ”på hvilke måter uttrykker elevene nysgjerrighet, skaperglede og nytenkning på museet?” og ”på hvilke måter synes elevene at de har oppnådd nysgjerrighet, skaperglede og nytenkning på museet? 
Oppgaven tar for seg relevant forskning for å svare på problemstillingen. Falk og Dierkings (2000) modell for læring, Bamberger og Tals (2006) forskning på museumsbesøkets valgfrihet og det konstruktivistiske synet på læring er blant annet det som legger det teoretiske grunnlaget for denne masteroppgaven. 
Utvalget i studien er tre ungdomsskoleklasser, og to museumspedagoger som er ansatt på Universitetsmuseet i Bergen. Datainnsamlingen består av observasjon av elever som deltok i undervisningsopplegget på Universitetsmuseet i Bergen, samt data fra en spørreundersøkelse elevene tok i etterkant av opplegget. Data er også hentet fra et intervju med museumspedagogene. 
Hovedfunnene i masteroppgaven er at nysgjerrighet, skaperglede og nytenkning er begreper som er lite definert i læreplanen og forskningslitteratur. Det er også utfordrende å observere elevenes uttrykk for disse, spesielt skaperglede og nytenkning. Likevel viser funnene at nysgjerrighet og skaperglede kommer best frem i praktiske aktiviteter i samarbeid med andre. Nytenkning er på sin side utfordrende å måle ettersom det krever tid og refleksjon",,,"MGUNA550","Master i grunnskolelærerutdanning 5. - 10. trinn, naturfag. Høgskulen på Vestlandet, campus Bergen","https://hdl.handle.net/11250/3090500","nob",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"naturfag||læringsarena||museet","How can the museum as an arena for learning contribute to curiosity, joy of creating and innovation?","Hvordan kan museet som læringsarena bidra til nysgjerrighet, skaperglede og nytenkning?","Master thesis"
"8bfd6b3d-c1e4-4572-af3c-c3d065d327eb","11250/2473201","Lønning, Mari Koløen","2023",,"Denne studien undersøker i kor stor grad oppgåver i seks lærebøker oppfordrar til argumentasjon og forklaring. Dette gav grunnlag for å stille denne problemstillinga: I kva grad oppfordrar oppgåvene i seks lærebøker for 10. trinn til argumentasjon og forklaring jamfør kjerneelementet «Resonnering og argumentasjon» frå LK20?

For å svare på problemstillinga blei det gjennomført ein kvantitativ tekstanalyse der oppgåvene blei analysert i to omgangar. For å gjennomføre denne analysen blei det gjort ein teorigjennomgang av forsking på argumentasjon, korleis læreplanane frå 2006 og 2020 er utforma, og kva lærebøker er i skulen. I tillegg blei det lese tidlegare forsking på same tema og metode. Slik blei rammeverket for analysen oppdaga. Charalambous et al. (2010) sitt rammeverk for analyse av tekstbøker/lærebøker blei hovuddesignet for analysen. 

Studien tar føre seg oppgåver innanfor tre tema i seks lærebøker. Temaa er likningar, algebra og økonomi. Oppgåvene i desse tre temaa blei analysert i lærebøkene Grunntal 10, Tetra 10, Faktor 10, Matemagisk 10, Maximum 10 og Matematikk 10. 

Nokre av funna i studien stemmer overens med det tidlegare forsking har funne. Blant anna har lærebøkene frå LK06 mange av dei same resultata som det lærebøkene i studien til Charalambous et al. (2010). Samla sett har LK20-bøkene større prosentdel oppgåver som oppfordrar til argumentasjon og forklaring, enn det LK06-bøkene har. Med bakgrunn i resultata frå studien kan ein konkludere med at LK20-bøkene i noko stor grad oppfordrar til argumentasjon og forklaring, medan LK06-bøkene oppfordrar i liten grad til argumentasjon og forklaring. Dette resultatet viser viktigheita av å vere kritisk til lærebøker og vere merksam på å inkludere argumentasjon i undervisninga om ikkje lærebøkene gjer det.",,,"MGUMA550","Grunnskulelærarutdanning 5. – 10. trinn
Fakultet for lærarutdanning, kultur og idrett
Institutt for språk, litteratur, matematikk og tolking
2023","https://hdl.handle.net/11250/3090211","nno",,"Høgskulen på Vestlandet","http://creativecommons.org/licenses/by/4.0/deed.no","Navngivelse 4.0 Internasjonal",,"Argumentasjon||Resonnering||Matematikk||Lærebok","Argumentation in textbooks - a textbook analysis in mathematics","Argumentasjon i lærebøker - ein lærebokanalyse i matematikk","Master thesis"
